fecha_hora,id_sesion,tipo_sesion,ear,mar,estado_cabeza,mirando_abajo,parpadeos_total,parpadeos_por_minuto,cabeceos_total,cabeza_abajo_sostenida,bostezos,microsuenos,perclos
2026-05-09 09:48:56.785,20260509_094809,distraido,0.2863,0.0149,abajo,1,3,3,1,0,0,1,0.06
2026-05-09 09:48:57.312,20260509_094809,distraido,0.1911,0.0,abajo,1,3,3,1,0,0,1,0.06
2026-05-09 09:48:57.817,20260509_094809,distraido,0.2295,0.0161,abajo,1,3,3,1,0,0,1,0.06
2026-05-09 09:48:58.352,20260509_094809,distraido,0.2455,0.0159,abajo,1,3,3,1,0,0,1,0.06
2026-05-09 09:48:58.881,20260509_094809,distraido,0.2546,0.0,abajo,1,3,3,1,0,0,1,0.06
2026-05-09 09:48:59.385,20260509_094809,distraido,0.23,0.0,abajo,1,3,3,1,0,0,1,0.06
2026-05-09 09:48:59.920,20260509_094809,distraido,0.2541,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:00.448,20260509_094809,distraido,0.2479,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:00.952,20260509_094809,distraido,0.235,0.0156,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:01.489,20260509_094809,distraido,0.2366,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:02.017,20260509_094809,distraido,0.2303,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:02.520,20260509_094809,distraido,0.2341,0.0154,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:03.056,20260509_094809,distraido,0.222,0.0149,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:03.584,20260509_094809,distraido,0.2478,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:04.088,20260509_094809,distraido,0.266,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:04.625,20260509_094809,distraido,0.2713,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:05.152,20260509_094809,distraido,0.2868,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:05.657,20260509_094809,distraido,0.2776,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:06.192,20260509_094809,distraido,0.2633,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:06.719,20260509_094809,distraido,0.2302,0.0154,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:07.225,20260509_094809,distraido,0.2054,0.0154,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:07.761,20260509_094809,distraido,0.2191,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:08.288,20260509_094809,distraido,0.2168,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:08.833,20260509_094809,distraido,0.2206,0.0151,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:09.360,20260509_094809,distraido,0.2226,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:09.904,20260509_094809,distraido,0.2416,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:10.432,20260509_094809,distraido,0.2441,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:10.976,20260509_094809,distraido,0.2247,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:11.504,20260509_094809,distraido,0.2478,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:12.049,20260509_094809,distraido,0.2327,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:12.554,20260509_094809,distraido,0.2484,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:13.073,20260509_094809,distraido,0.2393,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:13.616,20260509_094809,distraido,0.2564,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:14.144,20260509_094809,distraido,0.2367,0.0141,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:14.650,20260509_094809,distraido,0.2407,0.0143,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:15.184,20260509_094809,distraido,0.2244,0.0141,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:15.713,20260509_094809,distraido,0.2281,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:16.218,20260509_094809,distraido,0.2218,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:16.753,20260509_094809,distraido,0.2201,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:17.280,20260509_094809,distraido,0.1969,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:17.785,20260509_094809,distraido,0.2428,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:18.321,20260509_094809,distraido,0.2176,0.0137,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:18.849,20260509_094809,distraido,0.2224,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:19.352,20260509_094809,distraido,0.1978,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:19.888,20260509_094809,distraido,0.2175,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:20.416,20260509_094809,distraido,0.2089,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:20.922,20260509_094809,distraido,0.1964,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:21.456,20260509_094809,distraido,0.2397,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:21.984,20260509_094809,distraido,0.2205,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:22.489,20260509_094809,distraido,0.2377,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:23.024,20260509_094809,distraido,0.245,0.0143,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:23.552,20260509_094809,distraido,0.1878,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:24.058,20260509_094809,distraido,0.2113,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:24.593,20260509_094809,distraido,0.2065,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:25.120,20260509_094809,distraido,0.2145,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:25.625,20260509_094809,distraido,0.241,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:26.160,20260509_094809,distraido,0.2168,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:26.687,20260509_094809,distraido,0.2157,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:27.232,20260509_094809,distraido,0.2303,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:27.760,20260509_094809,distraido,0.2322,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:28.305,20260509_094809,distraido,0.2222,0.0,abajo,1,3,3,1,1,0,1,0.06
2026-05-09 09:49:28.832,20260509_094809,distraido,0.2097,0.0,abajo,1,3,2,1,1,0,1,0.06
2026-05-09 09:49:29.376,20260509_094809,distraido,0.2236,0.0,abajo,1,3,2,1,1,0,1,0.06
2026-05-09 09:49:29.905,20260509_094809,distraido,0.2221,0.0,abajo,1,3,2,1,1,0,1,0.06
2026-05-09 09:49:30.450,20260509_094809,distraido,0.2316,0.0149,abajo,1,3,2,1,1,0,1,0.06
2026-05-09 09:49:30.953,20260509_094809,distraido,0.2175,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:31.472,20260509_094809,distraido,0.2371,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:32.018,20260509_094809,distraido,0.2119,0.0151,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:32.521,20260509_094809,distraido,0.2312,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:33.041,20260509_094809,distraido,0.23,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:33.545,20260509_094809,distraido,0.2045,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:34.080,20260509_094809,distraido,0.2317,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:34.608,20260509_094809,distraido,0.2276,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:35.114,20260509_094809,distraido,0.2314,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:35.648,20260509_094809,distraido,0.2304,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:36.177,20260509_094809,distraido,0.2083,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:36.681,20260509_094809,distraido,0.1709,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:37.217,20260509_094809,distraido,0.2264,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:37.745,20260509_094809,distraido,0.2374,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:38.248,20260509_094809,distraido,0.2496,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:38.817,20260509_094809,distraido,0.2379,0.0147,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:39.322,20260509_094809,distraido,0.248,0.0149,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:39.856,20260509_094809,distraido,0.2358,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:40.384,20260509_094809,distraido,0.2299,0.0149,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:40.888,20260509_094809,distraido,0.2254,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:41.424,20260509_094809,distraido,0.2342,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:41.952,20260509_094809,distraido,0.232,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:42.457,20260509_094809,distraido,0.2403,0.0147,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:42.992,20260509_094809,distraido,0.2197,0.0147,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:43.521,20260509_094809,distraido,0.2264,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:44.025,20260509_094809,distraido,0.2273,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:44.561,20260509_094809,distraido,0.1932,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:45.088,20260509_094809,distraido,0.2167,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:45.633,20260509_094809,distraido,0.2247,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:46.159,20260509_094809,distraido,0.2334,0.0147,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:46.704,20260509_094809,distraido,0.2302,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:47.232,20260509_094809,distraido,0.2377,0.0149,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:47.776,20260509_094809,distraido,0.2534,0.0145,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:48.305,20260509_094809,distraido,0.2388,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:48.850,20260509_094809,distraido,0.2416,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:49.352,20260509_094809,distraido,0.2317,0.0151,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:49.872,20260509_094809,distraido,0.2356,0.0149,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:50.417,20260509_094809,distraido,0.2402,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:50.921,20260509_094809,distraido,0.245,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:51.440,20260509_094809,distraido,0.2479,0.0149,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:51.945,20260509_094809,distraido,0.2424,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:52.482,20260509_094809,distraido,0.2427,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:53.010,20260509_094809,distraido,0.2436,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:53.515,20260509_094809,distraido,0.2384,0.0151,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:54.047,20260509_094809,distraido,0.2497,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:54.577,20260509_094809,distraido,0.2432,0.0,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:55.080,20260509_094809,distraido,0.2443,0.0151,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:55.617,20260509_094809,distraido,0.2213,0.0149,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:56.145,20260509_094809,distraido,0.2479,0.0154,abajo,1,3,1,1,1,0,1,0.06
2026-05-09 09:49:56.651,20260509_094809,distraido,0.2511,0.0,abajo,1,3,0,1,1,0,1,0.06
2026-05-09 09:49:57.216,20260509_094809,distraido,0.2473,0.0,abajo,1,3,0,1,1,0,1,0.06
2026-05-09 09:49:57.722,20260509_094809,distraido,0.2138,0.0,abajo,1,3,0,1,1,0,1,0.06
2026-05-09 09:49:58.257,20260509_094809,distraido,0.2229,0.0,abajo,1,3,0,1,1,0,1,0.06
2026-05-09 09:49:58.785,20260509_094809,distraido,0.3142,0.0,frente,0,3,0,1,0,0,1,0.0467
2026-05-09 09:49:59.288,20260509_094809,distraido,0.2885,0.0,frente,0,3,0,1,0,0,1,0.0467
2026-05-09 09:49:59.825,20260509_094809,distraido,0.1767,0.0,izquierda,0,3,0,1,0,0,1,0.08
2026-05-09 09:50:00.351,20260509_094809,distraido,0.1429,0.0217,frente,0,4,1,1,0,0,1,0.1133
2026-05-09 09:50:00.857,20260509_094809,distraido,0.2937,0.0,frente,0,5,2,1,0,0,1,0.1267
2026-05-09 09:50:01.392,20260509_094809,distraido,0.2631,0.0,abajo,1,5,2,1,0,0,1,0.1267
2026-05-09 09:50:01.920,20260509_094809,distraido,0.2423,0.0,abajo,1,5,2,1,0,0,1,0.1267
2026-05-09 09:50:02.426,20260509_094809,distraido,0.2497,0.0169,abajo,1,5,2,1,0,0,1,0.1267
2026-05-09 09:50:02.960,20260509_094809,distraido,0.2445,0.0154,abajo,1,5,2,1,0,0,1,0.1267
2026-05-09 09:50:03.487,20260509_094809,distraido,0.2501,0.0,abajo,1,5,2,1,0,0,1,0.1267
2026-05-09 09:50:04.031,20260509_094809,distraido,0.2294,0.0,abajo,1,5,2,1,0,0,1,0.1267
2026-05-09 09:50:04.560,20260509_094809,distraido,0.229,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:05.104,20260509_094809,distraido,0.2379,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:05.632,20260509_094809,distraido,0.2577,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:06.177,20260509_094809,distraido,0.2554,0.0152,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:06.683,20260509_094809,distraido,0.2494,0.0154,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:07.201,20260509_094809,distraido,0.2587,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:07.745,20260509_094809,distraido,0.2558,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:08.249,20260509_094809,distraido,0.25,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:08.768,20260509_094809,distraido,0.2299,0.0147,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:09.313,20260509_094809,distraido,0.2648,0.0151,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:09.841,20260509_094809,distraido,0.2799,0.0164,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:10.344,20260509_094809,distraido,0.2789,0.0221,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:10.880,20260509_094809,distraido,0.2496,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:11.409,20260509_094809,distraido,0.2411,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:11.912,20260509_094809,distraido,0.2285,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:12.449,20260509_094809,distraido,0.2365,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:12.976,20260509_094809,distraido,0.2479,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:13.482,20260509_094809,distraido,0.2355,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:14.016,20260509_094809,distraido,0.2467,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:14.544,20260509_094809,distraido,0.2493,0.0149,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:15.049,20260509_094809,distraido,0.2324,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:15.584,20260509_094809,distraido,0.2474,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:16.113,20260509_094809,distraido,0.2358,0.0147,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:16.617,20260509_094809,distraido,0.2351,0.0147,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:17.153,20260509_094809,distraido,0.1929,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:17.680,20260509_094809,distraido,0.2236,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:18.185,20260509_094809,distraido,0.2112,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:18.720,20260509_094809,distraido,0.2223,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:19.249,20260509_094809,distraido,0.2216,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:19.753,20260509_094809,distraido,0.2351,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:20.288,20260509_094809,distraido,0.2233,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:20.817,20260509_094809,distraido,0.2733,0.0,abajo,1,5,2,1,1,0,1,0.1267
2026-05-09 09:50:21.321,20260509_094809,distraido,0.2895,0.0,frente,0,5,2,1,0,0,1,0.1267
2026-05-09 09:50:21.856,20260509_094809,distraido,0.3123,0.0,frente,0,5,2,1,0,0,1,0.1267
2026-05-09 09:50:22.385,20260509_094809,distraido,0.276,0.0,derecha,0,6,3,1,0,0,1,0.16
2026-05-09 09:50:22.888,20260509_094809,distraido,0.2348,0.0237,derecha,0,6,3,1,0,0,1,0.12
2026-05-09 09:50:24.081,20260509_094809,distraido,0.1887,0.1213,arriba,0,6,3,1,0,0,1,0.1533
2026-05-09 09:50:24.585,20260509_094809,distraido,0.2221,0.2615,arriba,0,9,6,1,0,0,1,0.1933
2026-05-09 09:50:25.104,20260509_094809,distraido,0.2615,0.076,izquierda,0,9,6,1,0,0,1,0.2533
2026-05-09 09:50:25.649,20260509_094809,distraido,0.2002,0.0,izquierda,0,9,6,1,0,0,1,0.3
2026-05-09 09:50:26.154,20260509_094809,distraido,0.3013,0.0,derecha,0,10,7,1,0,0,1,0.2933
2026-05-09 09:50:26.672,20260509_094809,distraido,0.2034,0.0,abajo,1,10,7,1,0,0,1,0.2933
2026-05-09 09:50:27.216,20260509_094809,distraido,0.3473,0.0167,frente,0,10,7,2,0,0,1,0.2933
2026-05-09 09:50:27.720,20260509_094809,distraido,0.331,0.0,frente,0,10,7,2,0,0,1,0.2933
2026-05-09 09:50:28.241,20260509_094809,distraido,0.2672,0.0,frente,0,10,7,2,0,0,1,0.2933
2026-05-09 09:50:28.744,20260509_094809,distraido,0.208,0.0161,abajo,1,10,7,2,0,0,1,0.2933
2026-05-09 09:50:29.280,20260509_094809,distraido,0.2603,0.0,abajo,1,10,7,2,0,0,1,0.2933
2026-05-09 09:50:29.808,20260509_094809,distraido,0.2712,0.0,abajo,1,10,7,2,0,0,1,0.2933
2026-05-09 09:50:30.313,20260509_094809,distraido,0.2342,0.0,abajo,1,10,7,2,0,0,1,0.2933
2026-05-09 09:50:30.848,20260509_094809,distraido,0.2072,0.0,abajo,1,10,7,2,0,0,1,0.2933
2026-05-09 09:50:31.377,20260509_094809,distraido,0.2416,0.0,abajo,1,10,7,2,0,0,1,0.2933
2026-05-09 09:50:31.881,20260509_094809,distraido,0.2217,0.0,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:32.416,20260509_094809,distraido,0.22,0.0,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:32.945,20260509_094809,distraido,0.2316,0.0,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:33.452,20260509_094809,distraido,0.2168,0.0312,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:33.984,20260509_094809,distraido,0.2471,0.0,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:34.512,20260509_094809,distraido,0.2467,0.0,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:35.017,20260509_094809,distraido,0.2276,0.0,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:35.552,20260509_094809,distraido,0.2377,0.0,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:36.080,20260509_094809,distraido,0.2383,0.0,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:36.585,20260509_094809,distraido,0.2451,0.0,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:37.119,20260509_094809,distraido,0.1986,0.0,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:37.648,20260509_094809,distraido,0.199,0.0,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:38.153,20260509_094809,distraido,0.233,0.0238,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:38.688,20260509_094809,distraido,0.272,0.0,abajo,1,10,7,2,1,0,1,0.2933
2026-05-09 09:50:39.217,20260509_094809,distraido,0.2707,0.0222,frente,0,10,7,2,0,0,1,0.2933
2026-05-09 09:50:39.721,20260509_094809,distraido,0.2293,0.0,abajo,1,10,7,2,0,0,1,0.2933
2026-05-09 09:50:40.256,20260509_094809,distraido,0.2257,0.0,frente,0,11,8,3,0,0,1,0.2867
2026-05-09 09:50:40.784,20260509_094809,distraido,0.2527,0.0166,abajo,1,11,8,3,0,0,1,0.2867
2026-05-09 09:50:41.289,20260509_094809,distraido,0.2523,0.0,abajo,1,11,8,3,0,0,1,0.2867
2026-05-09 09:50:41.825,20260509_094809,distraido,0.2177,0.0161,abajo,1,11,8,3,0,0,1,0.2867
2026-05-09 09:50:42.353,20260509_094809,distraido,0.2234,0.0,abajo,1,11,8,3,0,0,1,0.2867
2026-05-09 09:50:42.857,20260509_094809,distraido,0.2064,0.0,abajo,1,11,8,3,0,0,1,0.2867
2026-05-09 09:50:43.393,20260509_094809,distraido,0.2367,0.0,abajo,1,11,8,3,0,0,1,0.2867
2026-05-09 09:50:43.920,20260509_094809,distraido,0.2114,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:44.424,20260509_094809,distraido,0.2276,0.0161,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:44.959,20260509_094809,distraido,0.2154,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:45.488,20260509_094809,distraido,0.1946,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:46.033,20260509_094809,distraido,0.2147,0.0164,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:46.561,20260509_094809,distraido,0.2266,0.0169,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:47.104,20260509_094809,distraido,0.2057,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:47.632,20260509_094809,distraido,0.194,0.0161,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:48.177,20260509_094809,distraido,0.206,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:48.705,20260509_094809,distraido,0.2227,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:49.248,20260509_094809,distraido,0.2068,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:49.777,20260509_094809,distraido,0.2126,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:50.280,20260509_094809,distraido,0.2439,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:50.816,20260509_094809,distraido,0.2393,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:51.345,20260509_094809,distraido,0.2323,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:51.848,20260509_094809,distraido,0.2598,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:52.385,20260509_094809,distraido,0.2312,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:52.912,20260509_094809,distraido,0.2549,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:53.418,20260509_094809,distraido,0.266,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:53.952,20260509_094809,distraido,0.2434,0.0167,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:54.480,20260509_094809,distraido,0.2544,0.0161,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:54.984,20260509_094809,distraido,0.2641,0.0228,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:55.520,20260509_094809,distraido,0.2452,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:56.049,20260509_094809,distraido,0.2583,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:56.553,20260509_094809,distraido,0.2551,0.0,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:57.088,20260509_094809,distraido,0.2481,0.0159,abajo,1,11,8,3,1,0,1,0.2867
2026-05-09 09:50:57.615,20260509_094809,distraido,0.2881,0.024,derecha,0,11,8,3,0,0,1,0.2867
2026-05-09 09:50:58.121,20260509_094809,distraido,0.3384,0.0185,derecha,0,11,8,3,0,0,1,0.28
2026-05-09 09:50:58.657,20260509_094809,distraido,0.2936,0.0,frente,0,11,8,3,0,0,1,0.24
2026-05-09 09:50:59.185,20260509_094809,distraido,0.2841,0.0,frente,0,11,8,3,0,0,1,0.1733
2026-05-09 09:50:59.690,20260509_094809,distraido,0.2329,0.2194,frente,0,11,8,3,0,0,1,0.1133
2026-05-09 09:53:09.394,20260509_095305,distraido,0.328,0.0,frente,0,0,0,0,0,0,0,0.0
2026-05-09 09:53:09.922,20260509_095305,distraido,0.3123,0.0192,frente,0,0,0,0,0,0,0,0.0
2026-05-09 09:53:10.464,20260509_095305,distraido,0.3079,0.0,frente,0,0,0,0,0,0,0,0.0
2026-05-09 09:53:10.970,20260509_095305,distraido,0.2928,0.0192,frente,0,0,0,0,0,0,0,0.0
2026-05-09 09:53:11.489,20260509_095305,distraido,0.2397,0.0,frente,0,0,0,0,0,0,0,0.0625
2026-05-09 09:53:12.034,20260509_095305,distraido,0.2769,0.0,frente,0,1,1,0,0,0,0,0.05
2026-05-09 09:53:12.538,20260509_095305,distraido,0.2615,0.0,frente,0,1,1,0,0,0,0,0.0417
